EAN,Marca,Nombre,Presentacion,Indicaciones,Categoria,Modo de uso,Beneficios,Propiedades,General
7798182770646,Cepage,Cicanol QD Spray,Aerosol 75ml,"Gel de silicona de fórmula avanzada para mejorar la apariencia de cicatrices y colaborar en la reparación de la piel lesionada, irritada y agrietada.",Reparador epidérmico,"Agitar antes de usar. Presionar el pico del spray dirigiendo la nube a la zona deseada, manteniendo el envase a 30-40 centímetros de la piel durante unos segundos. Aplicar una o dos veces al día, una capa fina sobre el área afectada, limpia y seca. Esperar a que seque. Se recomienda utilizar durante 60-90 días.","Gel transparente auto secante para cicatrices. Forma una película hidrorrepelente que aísla la piel de la humedad y agentes externos sin afectar la respiración cutánea. Alivia picazón y disconfort, aplana, ablanda y suaviza cicatrices. Válvula permite uso normal o invertido.","Testeado clínica y dermatológicamente, hipoalergénico, sin parabenos, no irritante.",Dimensiones 40mm x 40mm x 170mm. Peso 88gr.
7798182770240,Cepage,Ongles Fortalecedor Ungueal,4ml,Fortalecedor para uñas frágiles y quebradizas.,Fortalecedor de uñas,"Aplicar diariamente, preferentemente por la noche, sobre las uñas limpias y secas. Esperar unos minutos a que el producto se seque. Extender la aplicación durante al menos tres meses para un resultado óptimo.","Establece una barrera protectora, proporciona hidratación intensa, evita que las uñas se sequen y quiebren, favorece la apariencia y crecimiento de la uña.","Hierbas ricas en silicatos, hipoalergénico, invisible y sin olor.",Dimensiones 75mm x 26mm x 80mm. Peso 31gr.
7798182771032,Cepage,Renovateurs Glicólico 0%,Gotero 30ml,"Sérum facial de ácido glicólico al 0% a pH 3,5. Exfolia la superficie de la piel, suaviza su textura y fomenta el proceso de renovación cutánea.",Sérum renovador,"Aplicar sobre la piel limpia y seca del rostro, cuello y escote por la noche. Comenzar con un tratamiento progresivo y alternado de 3 veces por semana si es la primera vez que se usan ácidos. En caso de ardor o irritación prolongada, espaciar o suspender su uso. Utilizar FPS 50+.","Penetración profunda y rápida, efectivo como exfoliante, disminuye irritación, estimula renovación celular, mejora hidratación y elasticidad, aporta luminosidad y brillo, unifica el tono, difumina manchas, retexturiza y mejora la superficie de la piel, atenúa arrugas y líneas de expresión.","Ácido glicólico, bisabolol. Hipoalergénica, sin parabenos, clínicamente y dermatológicamente testeado.",
7798182771056,Cepage,Renovateurs Mandélico Sérum,Gotero 30ml,"Ideal para pieles sensibles y con tendencia al acné. Exfolia la superficie de la piel, ayuda a suavizar su textura y fomenta el proceso de renovación cutánea.",Sérum renovador,"Aplicar sobre la piel limpia y seca del rostro, cuello y escote por la noche. Para pieles no acostumbradas a ácidos, comenzar con un tratamiento progresivo y alternado de 3 veces por semana. En caso de ardor o irritación prolongada, espaciar o suspender su uso. Utilizar FPS 50+.","Penetración más lenta adecuada para pieles sensibles, disminuye la irritación, estimula la renovación celular, unifica el tono, atenúa manchas, mejora y previene el acné, retexturiza y mejora la superficie de la piel, reduce líneas de expresión.","Ácido mandélico, bisabolol. Hipoalergénica, sin parabenos, testeado dermatológicamente.",
7798182771209,Cepage,Renovateurs Glicólico 5,Frasco 50g,"Crema facial de ácido glicólico al 5% a pH 3,5. Exfolia e hidrata la superficie de la piel, suaviza la textura y fomenta la renovación cutánea.",Peeling y renovación celular,"Aplicar sobre la piel limpia y seca del rostro, cuello y escote por la noche. Comenzar con un tratamiento progresivo y alternado de 3 veces por semana si la piel nunca utilizó ácidos. En caso de ardor o irritación, espaciar o suspender su uso. Utilizar FPS 50+.","Exfoliante efectivo, alto poder hidratante, disminuye irritación, estimula la renovación celular, mejora elasticidad, aporta luminosidad y brillo, unifica el tono, difumina manchas, retexturiza la piel, atenúa arrugas y líneas de expresión.","Ácido glicólico al 5%, Lipomoist™, bisabolol. Sin fragancia, testeado dermatológicamente.",
7897930761940,Cetaphil,Crema de manos Healthy Hygiene,50gr,Alivia los signos de sensibilidad de la piel después del lavado de manos. Reduce los síntomas de la piel extremadamente seca.,Hidratante,"Aplicar varias veces al día, principalmente luego del lavado de las manos.","Deja las manos con una sensación suave, tersa y reconfortadas. Mantiene las manos hidratadas y suaves en 7 días.",,
7897930777620,Cetaphil,PRO Urea 0%,300ml,Para personas con la piel extra seca y descamada.,Hidratante corporal,Aplique de forma uniforme en las áreas afectadas 3 veces al día.,"Reduce la sensación de malestar y sequedad en la piel desde el primer día de uso. Ayuda a reducir la aspereza, suaviza la piel descamada y fortalece la barrera cutánea.",HydroSensitiv ™ Complex con calmante margarita azul. Fórmula especializada que libera lentamente los activos hidratantes.,
3499320012553,Cetaphil,Sérum Corporal en spray Optimal Hydration,207ml,"Para personas con la piel sensible, seca y deshidratada.",Hidratante corporal,En la rutina de cuidado facial y corporal.,Repone en profundidad la hidratación de la piel durante 48 horas y mejora la calidad general de la piel.,"Ácido hialurónico, HydroSensitiv ™ Complex con margarita azul.",
3499320011655,Cetaphil,Crema Hidratante Facial Optimal Hydration,48gr,"Para personas con la piel sensible, seca y deshidratada.",Hidratante,En la rutina de cuidado facial de día.,Repone en profundidad la hidratación de la piel durante 48 horas y mejora la calidad general de la piel.,"Ácido hialurónico, HydroSensitiv ™ Complex con margarita azul.",
3499320011617,Cetaphil,Crema Hidratante Facial Noche Optimal Hydration,48gr,"Para personas con piel sensible, seca y deshidratada.",Hidratante facial,Usar en la rutina de cuidado facial de noche.,"Repone en profundidad la hidratación durante 48 horas, mejora la calidad de la piel sensible con el tiempo.","Ácido hialurónico, HydroSensitiv™ Complex con margarita azul.",
3499320011389,Cetaphil,Sérum de ojos Optimal Hydration,5ml,"Para personas con piel sensible, seca y deshidratada.",Hidratante para ojos,Utilizar en la rutina de cuidado facial durante el día y la noche.,"Reduce la apariencia de ojeras y piel hinchada, repone la hidratación durante 48 horas, mejora la calidad de la piel sensible.","Ácido hialurónico, HydroSensitiv ™ Complex con margarita azul.",
3499320014540,Cetaphil,Water Gel Restaurador,48gr,"Piel sensible, tirante, áspera.",Hidratante facial,,"Aumenta instantáneamente el contenido de agua de la piel, hidrata durante 72 horas, alivia la piel tirante, fortalece la barrera de humedad de la piel, mejora la calidad de la piel sensible.","Tecnología de liberación lenta, ácido hialurónico, ácido poliglutámico.",
3499320011686,Cetaphil,Sérum facial 48hs Optimal Hydration,30ml,"Para personas con la piel sensible, seca y deshidratada.",Hidratante facial,Usar en la rutina de cuidado facial durante el día y noche.,"Repone profundamente la hidratación de la piel durante 48 horas, mejora la calidad general de la piel sensible, potencia la textura y restaura la apariencia radiante de la piel.","Ácido hialurónico, aceite de semilla de girasol, HydroSensitiv ™ Complex, calmante margarita azul.",
3499320012201,Cetaphil,Desmaquillante suave,50ml,"Apto para pieles sensibles. Retira maquillaje, incluso a prueba de agua.",Desmaquillante,Usar en la rutina diaria de limpieza facial.,"Remueve todo tipo de maquillaje, hidrata la piel y fortalece las pestañas.",Limpiador bifásico.,
3499320011334,Cetaphil,Limpiador líquido de manos,237ml,"Para personas con la piel de las manos sensible, que busquen un limpiador específico que no reseque la piel.",Limpiador antibacterial,Usar en reemplazo del jabón de manos tradicional.,Limpia suavemente eliminando el 99.9% de las bacterias y gérmenes nocivos. Respeta el PH de la piel.,"Libre de fragancia, dermatológicamente testeado.",
7640203242864,Cetaphil,Gel de baño Ultra Suave,500ml,Para toda la familia con piel sensible y seca.,Gel de ducha,Usar en la ducha como reemplazo del jabón.,"Limpia suavemente mientras mantiene la barrera natural de la piel, deja la piel limpia, fresca e hidratada.","Con Aloe Vera, Vitamina B5, no comedogénico, hipoalergénico, libre de fragancia, dermatológicamente testeado.",
7640203240242,Cetaphil,Exfoliante Ultra Suave,78ml,"Para piel normal a muy sensible. Exfoliación suave para eliminar suciedad, aceite e impurezas.",Exfoliante facial,"Masajear suavemente en el rostro húmedo, evitando la zona de los ojos. Enjuagar con abundante agua. Usar por las mañanas o noches.","Exfolia suavemente sin secar ni irritar. Mejora la textura de la piel, revelando una piel saludable y brillante.",Micro-partículas de extracto de bambú. Hipoalergénico y no comedogénico.,Producto discontinuado.
3499320009775,Cetaphil,Espuma de limpieza Suave,236ml,Para mujeres y hombres con piel normal a muy sensible.,Limpiador facial,"Masajear con suavidad en el rostro húmedo, evitando la zona de los ojos. Enjuagar con abundante agua.","Elimina suciedad, aceite y maquillaje sin esfuerzo. Limpia sin eliminar la humedad de la piel.","Con pantenol, sin perfume, hipoalergénico, no comedogénico.",
3499320008341,Cetaphil,Cetaphil Barra de Limpieza Profunda,Barra de 27gr,"Para piel normal a muy sensible, adecuada para mujeres y hombres que desean limpieza facial y corporal.",Limpieza facial y corporal,"Aplicar sobre la piel húmeda, masajear suavemente y enjuagar. Uso diario.","Limpia profundamente, remueve suciedad y aceites, mantiene la piel limpia, humectada y fresca, no deja residuos, no reseca ni irrita.","No comedogénica, libre de fragancia, hipoalergénica, libre de detergentes.",
3499320008198,Cetaphil,Barra Dermolimpiadora,Barra x 27gr,"Ideal para bebés, niños y adultos con piel seca y sensible. Higiene diaria facial y corporal de piel normal a seca y sensible.",Limpieza facial y corporal,"Aplicar sobre la piel húmeda, masajear suavemente y enjuagar.","Limpia sin irritación o sequedad, hidrata mientras limpia, deja la piel restaurada. Hipoalergénica, no comedogénica y no irritante.",Libre de detergentes y sustancias que pueden secar o irritar la piel. Sustituto del jabón tradicional.,Seguro y efectivo para bebés y niños. Compañero constante de la piel en la ducha o bañera.
3499320005326,Cetaphil,Toallitas de limpieza facial desmaquillantes,25un,Mujeres jóvenes y adultas con piel normal a muy sensible que desean desmaquillarse fácilmente.,Desmaquillante,"Durante la mañana o por la noche, levante la tapa del producto para retirar la toallita. Pase la toallita suavemente sobre su rostro, incluyendo el área de los ojos, para remover el maquillaje y las impurezas. No requiere enjuague. Cierre la tapa con seguridad después de cada uso.","Remueven maquillaje y suciedad dejando la piel limpia, fresca y equilibrada. Limpia profundamente sin dejar residuos. Humecta la piel. No irrita la piel ni los ojos.","No comedogénico, libre de fragancia, pH balanceado.",
3499320012867,Cetaphil,Loción Limpiadora para Piel Sensible,237ml,"Ideal para piel normal a muy sensible, bebés, niños y adultos. Complemento en tratamientos de dermatitis atópica, melasma y rosácea.",Limpiador facial y corporal,"Aplicar en un disco de algodón y luego sobre el rostro, o directamente sobre la piel, por la mañana y por la noche. Puede retirarse con o sin agua.","Brinda una limpieza profunda sin resecar ni irritar, mantiene la piel suave y tersa, acción emoliente y humectante, ideal para afeitarse.","Hipoalergénica, no comedogénica, no irritante.",
3499320012850,Cetaphil,Loción Limpiadora para Piel Sensible,473ml,"Para bebés, niños y adultos con piel normal a muy sensible. Ideal para la higiene diaria del rostro y cuerpo, y en tratamientos de dermatitis atópica, melasma y rosácea.",Limpiador para piel sensible,"Aplicar la loción en un disco de algodón y luego sobre el rostro, o directamente sobre la piel, por la mañana y por la noche. Puede retirarse con o sin agua.","Brinda una limpieza profunda sin resecar ni irritar, mantiene la piel suave y tersa, cumple una acción emoliente y humectante, ideal para afeitarse.","Hipoalergénica, no comedogénica, no irritante.",
3499320012812,Cetaphil,Loción Limpiadora para Piel Grasa,237ml,"Jóvenes y adultos con piel mixta o grasa, brillo y poros dilatados. Adecuado para limpieza diaria de pieles con exceso de grasitud, acné o dermatitis seborreica.",Limpiador facial,Aplicar la loción en un disco de algodón y luego sobre el rostro por la mañana y por la noche. Necesita enjuague.,"Limpia suave y profundamente sin resecar ni irritar, reduce el nivel de sebo, deja la piel suave, limpia y sin sensación tirante, no produce efecto rebote.","Alta tolerancia, combinación exclusiva de ingredientes.",
7897930777736,Cetaphil,Loción Limpiadora para Piel Grasa,300ml,"Para pieles grasas, mixtas, con exceso de grasitud, acné o dermatitis seborreica.",Limpiador facial,Aplicar la loción en un disco de algodón y luego sobre el rostro por la mañana y por la noche. Necesita enjuague.,"Limpieza suave y profunda, reduce el nivel de sebo, deja la piel suave y sin sensación tirante.","Alta tolerancia, no produce efecto rebote.",
7897930762077,Cetaphil,Hidratante Facial Diario FPS 5,8ml,"Dirigido a mujeres y hombres de cualquier edad que buscan hidratación diaria y protección solar para todo tipo de piel, incluso las más sensibles.",Hidratante facial con protección solar,"Uso diario, aplicar con un masaje suave de forma ascendente durante la mañana y/o noche en todo el rostro, después de una adecuada higiene.","Prolongada hidratación, protección solar UVA y UVB, previene el envejecimiento prematuro, reduce la aparición de líneas finas y arrugas, fácil aplicación y rápida absorción, ideal como base de maquillaje.","Emulsión liviana, no grasa, enriquecida con Acetato de Tocoferol, antioxidante que previene la formación de radicales libres.",
3499320004541,Cetaphil,Hidratante Facial Diario FPS 50,50ml,"Para todo tipo de piel, incluso las más sensibles. Ideal para quienes buscan simplificar la rutina con hidratación y fotoprotección.",Hidratante facial con protección solar,"Uso diario, aplicar con un masaje suave de forma ascendente durante la mañana en todo el rostro después de una adecuada higiene.","Brinda hidratación inmediata y prolongada por 8 horas, alta protección UVA y UVB, fácil aplicación y rápida absorción, ideal como base de maquillaje.","Emulsión liviana, no grasa, formulada con dióxido de titanio micronizado que no deja residuos blancos.",
3499320007986,Cetaphil,Locion Hidratante de día con Ácido Hialurónico,88ml,"Para todo tipo de piel, incluso las más sensibles. Ideal para quienes buscan una loción hidratante liviana.",Hidratante facial,"Uso diario, aplicar con un masaje suave de forma ascendente durante la mañana en todo el rostro, luego de una adecuada higiene.","Proporciona hidratación instantánea y prolongada, absorbe rápidamente, ideal como base de maquillaje.","Ácido Hialurónico, Glicerina, no contiene fragancia, parabenos ni aceite.",El Ácido Hialurónico retiene 1000 veces su peso en agua. Formulación liviana de fácil aplicación y rápida absorción.
